instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5086.0,04/08/2011,3.0,0.0,8.0,19.0,0.0,4.0,1.0,1.0,0.7,0.6667,0.74,0.39704,65,301,366
5087.0,04/08/2011,3.0,0.0,8.0,20.0,0.0,4.0,1.0,2.0,0.7,0.6667,0.74,0.2716,41,245,286
5088.0,04/08/2011,3.0,0.0,8.0,21.0,0.0,4.0,1.0,2.0,0.7,0.6667,0.74,0.2716,25,186,211
5089.0,04/08/2011,3.0,0.0,8.0,22.0,0.0,4.0,1.0,1.0,0.68,0.6364,0.74,0.2716,33,141,174
5090.0,04/08/2011,3.0,0.0,8.0,23.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.74,0.14629999999999999,24,108,132
5091.0,05/08/2011,3.0,0.0,8.0,0.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.74,0.14629999999999999,13,41,54
5092.0,05/08/2011,3.0,0.0,8.0,1.0,0.0,5.0,1.0,1.0,0.64,0.5909,0.78,0.12544,3,16,19
5093.0,05/08/2011,3.0,0.0,8.0,2.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.69,0.0,5,14,19
5094.0,05/08/2011,3.0,0.0,8.0,3.0,0.0,5.0,1.0,1.0,0.64,0.5909,0.78,0.12544,0,6,6
5095.0,05/08/2011,3.0,0.0,8.0,4.0,0.0,5.0,1.0,1.0,0.64,0.5909,0.78,0.18802,1,6,7
5096.0,05/08/2011,3.0,0.0,8.0,5.0,0.0,5.0,1.0,1.0,0.64,0.5909,0.78,0.12544,0,16,16
5097.0,05/08/2011,3.0,0.0,8.0,6.0,0.0,5.0,1.0,1.0,0.64,0.5909,0.78,0.18802,7,94,101
5098.0,05/08/2011,3.0,0.0,8.0,7.0,0.0,5.0,1.0,1.0,0.66,0.6061,0.78,0.18802,23,247,270
5099.0,05/08/2011,3.0,0.0,8.0,8.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.65,0.31345999999999996,39,415,454
5100.0,05/08/2011,3.0,0.0,8.0,9.0,0.0,5.0,1.0,1.0,0.72,0.6667,0.58,0.14629999999999999,43,661,704
5101.0,05/08/2011,3.0,0.0,8.0,10.0,0.0,5.0,1.0,1.0,0.74,0.6818,0.55,0.18802,50,113,163
5102.0,05/08/2011,3.0,0.0,8.0,11.0,0.0,5.0,1.0,2.0,0.76,0.697,0.52,0.35517999999999994,44,103,147
5103.0,05/08/2011,3.0,0.0,8.0,12.0,0.0,5.0,1.0,1.0,0.76,0.697,0.52,0.35517999999999994,57,159,216
5104.0,05/08/2011,3.0,0.0,8.0,13.0,0.0,5.0,1.0,1.0,0.78,0.7121,0.52,0.35517999999999994,40,164,204
5105.0,05/08/2011,3.0,0.0,8.0,14.0,0.0,5.0,1.0,2.0,0.78,0.7121,0.55,0.35517999999999994,81,164,245
5106.0,05/08/2011,3.0,0.0,8.0,15.0,0.0,5.0,1.0,1.0,0.76,0.697,0.55,0.35517999999999994,50,160,210
5107.0,05/08/2011,3.0,0.0,8.0,16.0,0.0,5.0,1.0,1.0,0.8,0.7424,0.49,0.35517999999999994,76,254,330
5108.0,05/08/2011,3.0,0.0,8.0,17.0,0.0,5.0,1.0,1.0,0.78,0.7121,0.49,0.41789999999999994,84,466,550
5109.0,05/08/2011,3.0,0.0,8.0,18.0,0.0,5.0,1.0,1.0,0.74,0.697,0.52,0.35517999999999994,105,361,466
5110.0,05/08/2011,3.0,0.0,8.0,19.0,0.0,5.0,1.0,1.0,0.74,0.6818,0.55,0.35517999999999994,90,282,372
5111.0,05/08/2011,3.0,0.0,8.0,20.0,0.0,5.0,1.0,1.0,0.72,0.6667,0.58,0.31345999999999996,70,221,291
5112.0,05/08/2011,3.0,0.0,8.0,21.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.65,0.2716,54,119,173
5113.0,05/08/2011,3.0,0.0,8.0,22.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.65,0.31345999999999996,51,137,188
5114.0,05/08/2011,3.0,0.0,8.0,23.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.69,0.31345999999999996,37,102,139
5115.0,06/08/2011,3.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,0.66,0.6061,0.78,0.2716,29,104,133
5116.0,06/08/2011,3.0,0.0,8.0,1.0,0.0,6.0,0.0,1.0,0.66,0.6061,0.78,0.22988,17,50,67
5117.0,06/08/2011,3.0,0.0,8.0,2.0,0.0,6.0,0.0,1.0,0.66,0.6061,0.78,0.31345999999999996,14,39,53
5118.0,06/08/2011,3.0,0.0,8.0,3.0,0.0,6.0,0.0,2.0,0.66,0.6061,0.78,0.22988,14,28,42
5119.0,06/08/2011,3.0,0.0,8.0,4.0,0.0,6.0,0.0,,0.66,0.6061,0.83,0.22988,5,5,10
5120.0,06/08/2011,3.0,0.0,8.0,5.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.12544,2,4,6
5121.0,06/08/2011,3.0,0.0,8.0,6.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.14629999999999999,5,22,27
5122.0,06/08/2011,3.0,0.0,8.0,,0.0,6.0,0.0,1.0,0.68,0.6364,0.83,0.22988,14,49,63
5123.0,06/08/2011,3.0,0.0,8.0,8.0,0.0,6.0,0.0,1.0,0.68,0.6364,0.83,0.22988,27,664,691
5124.0,06/08/2011,3.0,0.0,8.0,9.0,0.0,6.0,0.0,1.0,0.74,0.697,0.7,0.31345999999999996,60,155,215
,06/08/2011,3.0,0.0,8.0,10.0,0.0,6.0,0.0,2.0,0.74,0.697,0.7,0.39704,91,199,290
5126.0,06/08/2011,3.0,0.0,8.0,11.0,0.0,6.0,0.0,1.0,0.78,0.7424,0.62,0.31345999999999996,138,211,349
5127.0,06/08/2011,3.0,0.0,8.0,12.0,0.0,6.0,0.0,1.0,0.8,0.7576,0.55,0.31345999999999996,130,252,382
5128.0,06/08/2011,3.0,0.0,8.0,13.0,0.0,6.0,0.0,2.0,0.8,0.7727,0.59,0.45976,176,265,441
5129.0,06/08/2011,3.0,0.0,8.0,14.0,0.0,6.0,0.0,,0.82,0.7727,0.52,0.35517999999999994,176,204,380
5130.0,06/08/2011,3.0,0.0,8.0,15.0,0.0,6.0,0.0,2.0,0.84,0.803,0.53,0.35517999999999994,130,232,362
5131.0,06/08/2011,3.0,0.0,8.0,16.0,0.0,6.0,0.0,3.0,0.74,0.7121,0.79,0.22988,155,188,343
5132.0,06/08/2011,3.0,0.0,8.0,17.0,0.0,6.0,0.0,3.0,0.74,0.7121,0.79,0.22988,61,88,149
5133.0,06/08/2011,3.0,0.0,8.0,18.0,0.0,6.0,0.0,2.0,0.72,0.697,0.79,0.6269199999999999,81,130,211
5134.0,06/08/2011,3.0,0.0,8.0,19.0,,6.0,0.0,3.0,0.72,0.7121,0.84,0.35517999999999994,57,114,171
5136.0,06/08/2011,3.0,0.0,8.0,21.0,0.0,6.0,0.0,2.0,0.7,0.6667,0.84,0.45976,28,86,114
5137.0,06/08/2011,3.0,0.0,8.0,22.0,0.0,6.0,0.0,2.0,0.7,0.6667,0.84,0.45976,24,96,120
5138.0,,3.0,0.0,8.0,23.0,0.0,6.0,0.0,3.0,0.7,0.6667,0.84,0.39704,29,79,108
5139.0,07/08/2011,3.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.7,0.6667,0.84,0.39704,14,66,80
5141.0,07/08/2011,3.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,0.7,0.6667,0.84,0.31345999999999996,18,48,66
5142.0,07/08/2011,3.0,0.0,8.0,241.0,0.0,0.0,0.0,2.0,0.7,0.6667,0.84,0.18802,9,23,32
5143.0,07/08/2011,3.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.84,0.18802,1,5,6
5144.0,07/08/2011,3.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.89,0.2716,1,4,5
5145.0,07/08/2011,3.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.89,0.22988,3,10,13
5146.0,07/08/2011,3.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.84,0.2716,11,28,39
5147.0,07/08/2011,3.0,0.0,8.0,122.0,0.0,6.0,0.0,1.0,0.72,0.697,0.79,0.2716,23,66,89
5148.0,07/08/2011,3.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,0.76,0.7424,0.75,0.14629999999999999,82,102,184
5149.0,07/08/2011,3.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,0.8,0.803,0.66,0.18802,88,178,266
5150.0,07/08/2011,3.0,0.0,8.0,11.0,0.0,0.0,0.0,1.0,0.82,0.8333,0.63,0.0,113,156,269
5151.0,07/08/2011,3.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0,0.9,0.8485,0.42,0.41789999999999994,161,209,370
5152.0,07/08/2011,3.0,0.0,8.0,13.0,0.0,0.0,0.0,1.0,0.9,0.8485,0.42,0.41789999999999994,118,206,324
5153.0,07/08/2011,3.0,0.0,8.0,14.0,0.0,0.0,0.0,1.0,0.86,0.803,0.47,0.2716,130,192,322
,07/08/2011,3.0,0.0,8.0,15.0,0.0,0.0,0.0,3.0,0.72,0.697,0.74,0.41789999999999994,118,208,326
5155.0,07/08/2011,3.0,0.0,8.0,16.0,0.0,0.0,0.0,3.0,0.72,0.697,0.74,0.41789999999999994,74,119,193
5156.0,07/08/2011,3.0,0.0,8.0,17.0,0.0,0.0,0.0,3.0,0.74,0.7121,0.74,0.89852,63,131,194
5157.0,07/08/2011,3.0,0.0,8.0,18.0,0.0,0.0,0.0,1.0,0.72,0.697,0.74,0.12544,74,155,229
5158.0,07/08/2011,3.0,0.0,8.0,,,0.0,0.0,1.0,0.72,0.697,0.79,0.22988,68,160,228
5159.0,07/08/2011,3.0,0.0,8.0,20.0,0.0,0.0,0.0,1.0,0.72,0.7121,0.84,0.18802,50,133,183
5160.0,07/08/2011,3.0,0.0,8.0,21.0,0.0,0.0,0.0,1.0,0.72,0.7121,0.84,0.14629999999999999,36,100,136
5161.0,07/08/2011,3.0,0.0,8.0,22.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.89,0.2716,21,82,103
5162.0,07/08/2011,3.0,0.0,8.0,23.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.79,0.14629999999999999,12,43,55
5163.0,08/08/2011,3.0,0.0,8.0,0.0,,1.0,1.0,1.0,0.7,0.6667,0.79,0.14629999999999999,13,17,30
5164.0,08/08/2011,3.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.83,0.18802,4,8,12
5165.0,08/08/2011,3.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.66,0.5909,0.89,0.0,4,3,7
5166.0,08/08/2011,3.0,0.0,8.0,3.0,0.0,1.0,1.0,1.0,0.66,0.5909,0.89,0.0,1,0,1
5167.0,08/08/2011,3.0,0.0,8.0,4.0,0.0,1.0,1.0,1.0,0.66,0.5909,0.89,0.14629999999999999,2,8,10
5168.0,08/08/2011,3.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.79,0.12544,1,14,15
5169.0,08/08/2011,3.0,0.0,8.0,6.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.65,0.39704,8,87,95
5170.0,08/08/2011,3.0,0.0,8.0,7.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.62,0.41789999999999994,18,249,267
5171.0,08/08/2011,3.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.74,0.6818,0.58,0.45976,29,320,349
5172.0,08/08/2011,3.0,0.0,8.0,9.0,0.0,1.0,1.0,1.0,0.76,0.697,0.55,0.5433399999999999,37,146,183
5173.0,08/08/2011,3.0,0.0,8.0,10.0,0.0,1.0,1.0,1.0,0.8,0.7424,0.52,0.5433399999999999,62,62,124
5174.0,08/08/2011,3.0,0.0,8.0,11.0,0.0,1.0,1.0,1.0,0.82,0.7424,0.48,0.50148,90,89,179
5175.0,08/08/2011,3.0,0.0,8.0,12.0,0.0,1.0,1.0,1.0,0.82,0.7576,0.46,0.35517999999999994,48,134,182
5176.0,08/08/2011,3.0,0.0,8.0,13.0,0.0,1.0,1.0,1.0,0.84,0.7576,0.44,0.41789999999999994,43,108,151
5177.0,08/08/2011,3.0,0.0,8.0,14.0,0.0,1.0,1.0,1.0,0.82,0.7424,0.43,0.41789999999999994,41,109,150
,08/08/2011,3.0,0.0,8.0,15.0,0.0,1.0,1.0,1.0,0.84,0.7576,0.41,0.41789999999999994,40,86,126
5179.0,08/08/2011,3.0,0.0,8.0,16.0,0.0,1.0,1.0,1.0,0.86,0.7727,0.39,0.39704,64,218,282
5180.0,08/08/2011,3.0,0.0,8.0,17.0,0.0,1.0,1.0,1.0,0.86,0.7727,0.39,0.22988,67,460,527
5181.0,08/08/2011,3.0,0.0,8.0,18.0,0.0,1.0,1.0,1.0,0.84,0.7576,0.41,0.18802,64,465,529
5182.0,08/08/2011,3.0,0.0,8.0,19.0,0.0,1.0,1.0,859.0,0.82,0.7424,0.43,0.14629999999999999,64,352,416
5183.0,08/08/2011,3.0,0.0,8.0,20.0,0.0,1.0,1.0,1.0,0.8,0.7576,0.55,0.0,71,215,286
5184.0,08/08/2011,3.0,0.0,8.0,21.0,0.0,1.0,1.0,1.0,0.76,0.7121,0.58,0.12544,30,156,186
5185.0,08/08/2011,3.0,0.0,8.0,22.0,0.0,1.0,1.0,1.0,0.76,0.7121,0.58,0.14629999999999999,26,121,147
5186.0,08/08/2011,3.0,0.0,8.0,23.0,0.0,1.0,1.0,1.0,0.74,0.697,0.66,0.14629999999999999,19,53,72
5187.0,09/08/2011,3.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,0.72,0.6818,0.79,0.0,10,25,35
5188.0,09/08/2011,3.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,0.72,0.6818,0.7,0.0,5,9,14
5189.0,09/08/2011,3.0,0.0,8.0,2.0,0.0,2.0,1.0,1.0,0.72,0.6818,0.7,0.0,9,3,12
5190.0,09/08/2011,3.0,0.0,8.0,3.0,0.0,2.0,1.0,1.0,0.72,0.6818,0.62,0.0,0,3,3
5191.0,09/08/2011,3.0,0.0,8.0,4.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.74,0.0,1,6,7
5192.0,09/08/2011,3.0,0.0,8.0,5.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.12544,5,25,30
5193.0,09/08/2011,3.0,0.0,8.0,6.0,0.0,2.0,1.0,1.0,0.72,0.6667,0.64,0.0,6,95,101
5194.0,09/08/2011,3.0,0.0,8.0,7.0,0.0,2.0,1.0,1.0,0.72,0.697,0.74,0.14629999999999999,30,313,343
5195.0,09/08/2011,3.0,0.0,8.0,8.0,0.0,2.0,1.0,1.0,0.74,0.7424,0.66,0.0,40,352,392
5196.0,09/08/2011,3.0,0.0,8.0,9.0,0.0,2.0,1.0,2.0,0.78,0.7424,0.62,0.18802,34,141,175
5197.0,09/08/2011,3.0,0.0,8.0,10.0,0.0,2.0,1.0,2.0,0.8,0.7727,0.59,0.31345999999999996,55,89,144
5198.0,09/08/2011,3.0,0.0,8.0,11.0,0.0,2.0,1.0,1.0,0.8,0.7727,0.59,0.31345999999999996,61,88,149
5199.0,09/08/2011,3.0,0.0,8.0,12.0,0.0,2.0,1.0,1.0,0.82,0.7879,0.56,0.2716,60,125,185
5200.0,09/08/2011,3.0,0.0,8.0,13.0,0.0,2.0,1.0,1.0,0.84,0.7879,0.49,0.22988,48,127,175
5201.0,09/08/2011,3.0,0.0,8.0,14.0,0.0,2.0,1.0,1.0,0.86,0.7879,0.44,0.39704,53,95,148
5202.0,09/08/2011,3.0,0.0,8.0,15.0,0.0,2.0,1.0,1.0,0.86,0.7727,0.39,0.39704,58,106,164
5203.0,09/08/2011,3.0,0.0,8.0,16.0,0.0,2.0,1.0,1.0,0.86,0.7727,0.39,0.41789999999999994,57,228,285
5204.0,09/08/2011,3.0,0.0,8.0,17.0,0.0,2.0,1.0,1.0,0.8,0.7576,0.55,0.22988,79,453,532
5206.0,09/08/2011,3.0,0.0,8.0,19.0,0.0,2.0,1.0,1.0,0.8,0.7273,0.49,0.14629999999999999,69,302,371
5207.0,09/08/2011,3.0,0.0,8.0,20.0,0.0,2.0,1.0,1.0,0.8,0.7273,0.43,0.2716,34,258,292
5208.0,09/08/2011,3.0,0.0,8.0,21.0,0.0,2.0,1.0,1.0,0.78,0.697,0.46,0.35517999999999994,46,184,230
5209.0,09/08/2011,3.0,0.0,8.0,22.0,0.0,2.0,1.0,1.0,0.78,0.697,0.46,0.41789999999999994,28,127,155
5210.0,09/08/2011,3.0,0.0,8.0,23.0,0.0,2.0,1.0,1.0,0.76,0.6818,0.48,0.39704,22,53,75
5211.0,10/08/2011,3.0,0.0,8.0,0.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.51,0.31345999999999996,19,18,37
5212.0,10/08/2011,3.0,0.0,8.0,1.0,0.0,3.0,1.0,1.0,0.72,0.6667,0.54,0.2716,7,10,17
5213.0,10/08/2011,3.0,0.0,8.0,2.0,0.0,3.0,1.0,1.0,0.72,0.6667,0.54,0.22988,1,10,11
,10/08/2011,3.0,0.0,8.0,3.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.58,0.22988,1,3,4
5215.0,10/08/2011,3.0,0.0,8.0,4.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.54,0.18802,1,4,5
5216.0,10/08/2011,3.0,0.0,8.0,5.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.61,0.12544,2,30,32
5217.0,10/08/2011,3.0,0.0,8.0,6.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.61,0.0,9,110,119
5218.0,10/08/2011,3.0,0.0,8.0,7.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.58,0.12544,16,289,305
5219.0,10/08/2011,3.0,0.0,8.0,8.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.51,0.2716,38,361,399
5220.0,10/08/2011,3.0,0.0,8.0,9.0,0.0,3.0,1.0,1.0,0.76,0.6818,0.48,0.31345999999999996,32,148,180
5221.0,10/08/2011,3.0,0.0,8.0,10.0,0.0,3.0,1.0,1.0,0.8,0.7273,0.43,0.31345999999999996,41,72,113
5222.0,10/08/2011,3.0,0.0,8.0,11.0,0.0,3.0,1.0,1.0,0.8,0.7121,0.41,0.5433399999999999,54,95,149
5223.0,10/08/2011,3.0,0.0,8.0,12.0,0.0,3.0,1.0,1.0,0.82,0.7273,0.38,0.41789999999999994,74,166,240
5224.0,10/08/2011,3.0,0.0,8.0,13.0,0.0,3.0,1.0,1.0,0.82,0.7273,0.38,0.39704,41,150,191
5225.0,10/08/2011,3.0,0.0,8.0,14.0,0.0,2.0,1.0,1.0,0.84,0.7273,0.34,0.45976,62,116,178
5226.0,10/08/2011,3.0,0.0,8.0,15.0,,3.0,1.0,1.0,0.86,0.7424,0.3,0.45976,53,141,194
5227.0,10/08/2011,3.0,0.0,8.0,16.0,0.0,3.0,1.0,1.0,0.86,0.7424,0.26,0.41789999999999994,76,206,282
5228.0,10/08/2011,3.0,0.0,8.0,17.0,0.0,3.0,1.0,1.0,0.84,0.7121,0.26,0.41789999999999994,71,513,584
5229.0,10/08/2011,3.0,0.0,8.0,18.0,0.0,3.0,1.0,1.0,0.82,0.7121,0.28,0.41789999999999994,70,489,559
5230.0,10/08/2011,3.0,0.0,8.0,19.0,0.0,2.0,1.0,1.0,0.8,0.697,0.26,0.35517999999999994,79,334,413
5231.0,10/08/2011,3.0,0.0,8.0,20.0,0.0,3.0,1.0,1.0,0.76,0.6667,0.31,0.14629999999999999,59,253,312
5232.0,10/08/2011,3.0,0.0,8.0,21.0,0.0,3.0,1.0,1.0,0.76,0.6667,0.33,0.14629999999999999,47,162,209
5233.0,10/08/2011,3.0,0.0,8.0,22.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.37,0.0,17,122,139
5234.0,10/08/2011,3.0,0.0,8.0,23.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.37,0.12544,14,94,108
5235.0,11/08/2011,3.0,0.0,8.0,0.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.45,0.18802,6,40,46
5236.0,11/08/2011,3.0,0.0,8.0,1.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.45,0.18802,9,17,26
5237.0,11/08/2011,3.0,0.0,8.0,2.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.54,0.18802,3,8,11
5238.0,11/08/2011,3.0,0.0,8.0,3.0,0.0,4.0,1.0,1.0,0.64,0.6212,0.57,0.18802,2,7,9
5239.0,11/08/2011,3.0,0.0,8.0,4.0,0.0,4.0,1.0,1.0,0.64,0.6212,0.57,0.22988,1,4,5
5240.0,11/08/2011,3.0,0.0,8.0,5.0,0.0,4.0,1.0,1.0,0.64,0.6212,0.65,0.2716,2,23,25
5241.0,11/08/2011,3.0,0.0,8.0,6.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.65,0.22988,5,101,106
5242.0,11/08/2011,3.0,0.0,8.0,7.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.54,0.18802,15,292,307
5243.0,11/08/2011,3.0,0.0,8.0,8.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.45,0.22988,29,361,390
5244.0,11/08/2011,3.0,0.0,8.0,9.0,0.0,4.0,1.0,1.0,0.72,0.6515,0.39,0.31345999999999996,31,166,197
5245.0,11/08/2011,3.0,0.0,8.0,10.0,0.0,4.0,1.0,1.0,0.74,0.6515,0.37,0.35517999999999994,36,96,132
5246.0,11/08/2011,3.0,0.0,8.0,11.0,0.0,4.0,1.0,1.0,0.76,0.6667,0.35,0.35517999999999994,59,128,187
5247.0,11/08/2011,3.0,0.0,8.0,12.0,0.0,4.0,1.0,1.0,0.78,0.6818,0.31,0.35517999999999994,50,164,214
5248.0,11/08/2011,3.0,0.0,8.0,13.0,0.0,4.0,1.0,1.0,0.76,0.6667,0.31,0.31345999999999996,51,166,217
5249.0,11/08/2011,3.0,0.0,8.0,14.0,0.0,4.0,1.0,1.0,0.8,0.697,0.29,0.0,39,103,142
5250.0,11/08/2011,3.0,0.0,8.0,15.0,0.0,4.0,1.0,1.0,0.8,0.697,0.29,0.41789999999999994,52,126,178
5251.0,11/08/2011,3.0,0.0,8.0,16.0,0.0,4.0,1.0,1.0,0.8,0.697,0.27,0.2716,57,241,298
5252.0,11/08/2011,3.0,0.0,8.0,17.0,0.0,3.0,1.0,1.0,0.8,0.697,0.29,0.35517999999999994,96,486,582
5253.0,11/08/2011,3.0,0.0,8.0,18.0,0.0,4.0,1.0,1.0,0.78,0.6818,0.29,0.12544,74,497,571
5254.0,11/08/2011,3.0,0.0,8.0,19.0,0.0,4.0,1.0,1.0,0.72,0.6515,0.35,0.2716,48,323,371
5255.0,11/08/2011,3.0,0.0,8.0,20.0,0.0,4.0,1.0,1.0,0.72,0.6515,0.48,0.18802,56,232,288
5256.0,11/08/2011,3.0,0.0,8.0,21.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.48,0.12544,35,171,206
5257.0,11/08/2011,3.0,0.0,8.0,22.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.48,0.0,34,123,157
5258.0,11/08/2011,3.0,0.0,8.0,23.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.5,0.22988,22,105,127
,12/08/2011,3.0,0.0,8.0,0.0,0.0,5.0,1.0,1.0,0.64,0.6212,0.53,0.22988,12,53,65
5260.0,12/08/2011,3.0,0.0,8.0,1.0,0.0,5.0,1.0,1.0,0.64,0.6212,0.53,0.18802,4,19,23
5261.0,12/08/2011,3.0,0.0,8.0,2.0,0.0,5.0,1.0,1.0,0.62,0.6212,0.57,0.2716,0,15,15
5262.0,12/08/2011,3.0,0.0,8.0,3.0,0.0,5.0,1.0,1.0,0.62,0.6212,0.53,0.22988,0,9,9
5263.0,12/08/2011,3.0,0.0,8.0,4.0,0.0,5.0,1.0,1.0,0.62,0.6212,0.53,0.18802,0,5,5
5264.0,12/08/2011,3.0,0.0,8.0,5.0,0.0,5.0,1.0,1.0,0.6,0.6212,0.56,0.18802,2,24,26
5265.0,12/08/2011,3.0,0.0,8.0,6.0,0.0,5.0,1.0,,0.62,0.6212,0.5,0.18802,3,73,76
5266.0,12/08/2011,3.0,0.0,8.0,7.0,0.0,5.0,1.0,1.0,0.64,0.6212,0.44,0.22988,17,247,264
5267.0,12/08/2011,3.0,0.0,8.0,8.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.39,0.31345999999999996,29,397,426
5268.0,12/08/2011,3.0,0.0,8.0,9.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.34,0.18802,27,178,205
5269.0,12/08/2011,3.0,0.0,8.0,10.0,0.0,5.0,1.0,1.0,0.74,0.6515,0.33,0.14629999999999999,44,86,130
5270.0,12/08/2011,3.0,0.0,8.0,11.0,0.0,5.0,1.0,1.0,0.76,0.6667,0.29,0.0,48,108,156
5271.0,12/08/2011,3.0,0.0,8.0,1044.0,0.0,5.0,1.0,1.0,0.8,0.697,0.27,0.0,55,167,222
5272.0,12/08/2011,3.0,0.0,8.0,13.0,756.0,5.0,1.0,1.0,0.78,0.6818,0.29,0.12544,74,179,253
5273.0,12/08/2011,3.0,0.0,8.0,14.0,0.0,5.0,1.0,1.0,0.8,0.697,0.29,0.2716,51,135,186
5274.0,12/08/2011,3.0,0.0,8.0,15.0,0.0,5.0,1.0,1.0,0.8,0.697,0.29,0.22988,59,190,249
5275.0,12/08/2011,3.0,0.0,8.0,16.0,0.0,5.0,1.0,1.0,0.82,0.7121,0.28,0.0,68,266,334
5276.0,12/08/2011,3.0,0.0,8.0,17.0,0.0,5.0,1.0,1.0,0.82,0.7121,0.26,0.0,93,423,516
5277.0,12/08/2011,3.0,0.0,8.0,18.0,0.0,5.0,1.0,1.0,0.76,0.6818,0.4,0.41789999999999994,89,376,465
,12/08/2011,3.0,0.0,8.0,19.0,0.0,5.0,1.0,1.0,0.74,0.6667,0.42,0.31345999999999996,101,284,385
5279.0,12/08/2011,3.0,0.0,8.0,20.0,,5.0,1.0,1.0,0.72,0.6515,0.42,0.31345999999999996,77,210,287
,12/08/2011,3.0,0.0,8.0,21.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.48,0.18802,73,153,226
5281.0,12/08/2011,3.0,0.0,8.0,22.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.51,0.0,74,157,231
338048.0,12/08/2011,3.0,0.0,8.0,,0.0,5.0,1.0,1.0,0.68,0.6364,0.51,0.0,51,100,151
5283.0,13/08/2011,3.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,0.68,0.6364,0.51,0.14629999999999999,15,69,84
5284.0,13/08/2011,3.0,0.0,8.0,1.0,0.0,6.0,0.0,2.0,0.68,0.6364,0.57,0.12544,13,64,77
5285.0,13/08/2011,3.0,0.0,8.0,2.0,0.0,6.0,0.0,1.0,0.68,0.6364,0.57,0.0,16,58,74
5286.0,13/08/2011,3.0,0.0,8.0,3.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.65,0.18802,9,152,161
5287.0,13/08/2011,3.0,0.0,8.0,4.0,0.0,6.0,0.0,2.0,0.64,0.6061,0.73,0.18802,5,5,10
5288.0,13/08/2011,3.0,0.0,8.0,5.0,0.0,6.0,0.0,1.0,0.64,0.6061,0.73,0.14629999999999999,3,15,18
5289.0,13/08/2011,3.0,0.0,8.0,6.0,0.0,6.0,0.0,1.0,0.64,0.6061,0.73,0.12544,3,19,22
5290.0,13/08/2011,3.0,0.0,8.0,7.0,0.0,6.0,0.0,2.0,0.66,0.6212,0.74,0.2716,10,34,44
