yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3,weathersit_4
0,2.0,0,1.0,0.3916666666666667,0.403,0.9,0.1930175149876572,0.0336826347305389,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,9.0,0,1.0,0.8083333333333332,0.7363999999999999,0.9400000000000001,0.1228400141060303,0.1070359281437125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,17.0,0,1.0,0.6416666666666667,0.6152,1.0,0.333372516750911,0.0172155688622754,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,12.0,0,1.0,0.225,0.2212,0.65,0.3508875044081345,0.0696107784431137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,19.0,0,1.0,0.8291666666666666,0.7666999999999999,0.73,0.0,0.3570359281437126,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,8.0,0,1.0,0.3083333333333333,0.37270000000000003,1.0,0.0,0.0127245508982035,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3.0,0,1.0,0.3083333333333333,0.37270000000000003,0.9500000000000001,0.0,0.0119760479041916,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,22.0,0,1.0,0.6,0.5848,0.97,0.0,0.2470059880239521,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,21.0,0,1.0,0.3291666666666666,0.35760000000000003,0.75,0.1228400141060303,0.1152694610778443,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,6.0,0,1.0,0.7458333333333333,0.6909,0.93,0.1228400141060303,0.0037425149700598,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,22.0,0,1.0,0.6625000000000001,0.6455,0.75,0.4912425061713882,0.1646706586826347,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,7.0,0,0.0,0.7458333333333333,0.7212,0.72,0.2280474903021041,0.0074850299401197,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,9.0,0,1.0,0.7666666666666667,0.7061,0.98,0.1930175149876572,0.124251497005988,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,,0,1.0,0.8291666666666666,0.7515,0.54,0.2280474903021041,0.281437125748503,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,22.0,0,1.0,0.725,0.6455,1.0,0.1578699894204772,0.2282934131736527,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,2.0,0,0.0,0.7875000000000001,0.7363999999999999,0.98,0.1053250264488068,0.091317365269461,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,8.0,0,0.0,0.35,0.32730000000000004,1.0,0.4210650052897614,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,14.0,0,1.0,0.7041666666666666,0.7212,0.61,0.2631950158692841,0.092814371257485,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,7.0,0,1.0,0.2875,0.35760000000000003,1.0,0.0,0.0007485029940119,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0.0,0,0.0,0.6,0.5848,0.74,0.1930175149876572,0.0995508982035928,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,3.0,0,1.0,0.2875,0.35760000000000003,0.59,0.0,0.0089820359281437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,5.0,0,0.0,0.4541666666666667,0.4485,0.91,0.1930175149876572,0.059880239520958,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,14.0,0,0.0,0.8083333333333332,0.7666999999999999,0.89,0.2280474903021041,0.2455089820359281,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,2.0,0,1.0,0.6416666666666667,0.6152,1.0,0.1053250264488068,0.0396706586826347,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,7.0,0,0.0,0.3291666666666666,0.34240000000000004,1.0,0.0,0.0037425149700598,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,22.0,0,1.0,0.4125,0.403,0.6,0.2631950158692841,0.1594311377245509,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,15.0,0,0.0,0.5791666666666667,0.5697,0.74,0.5789349947102387,0.3667664670658683,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,17.0,0,0.0,0.725,0.7212,0.65,0.1053250264488068,0.1721556886227545,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,20.0,0,1.0,0.4541666666666667,0.4485,0.9600000000000001,0.2631950158692841,0.0950598802395209,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,16.0,0,1.0,0.43333333333333346,0.4182,0.57,0.2631950158692841,0.0643712574850299,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,21.0,1,0.0,0.3291666666666666,0.31210000000000004,1.0,0.4210650052897614,0.0486526946107784,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,15.0,0,1.0,0.9125000000000001,0.8120999999999999,0.5599999999999999,0.1578699894204772,0.2028443113772455,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,16.0,0,1.0,0.9125000000000001,0.8120999999999999,0.5599999999999999,0.3508875044081345,0.1848802395209581,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,2.0,0,0.0,0.7875000000000001,0.7363999999999999,0.98,0.1053250264488068,0.157185628742515,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,23.0,0,1.0,0.43333333333333346,0.4182,0.61,0.333372516750911,0.0673652694610778,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12.0,0,0.0,0.475,0.4939,1.0,0.1053250264488068,0.0696107784431137,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,17.0,0,0.0,0.3916666666666667,0.37270000000000003,0.51,0.5439050193957917,0.1190119760479041,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,11.0,1,0.0,0.6625000000000001,0.6303,0.98,0.1930175149876572,0.4461077844311377,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,6.0,0,1.0,0.5583333333333335,0.5545,0.97,0.1228400141060303,0.0052395209580838,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,8.0,0,0.0,0.2458333333333333,0.2818,1.0,0.1228400141060303,0.0007485029940119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,9.0,0,0.0,0.85,0.7969999999999999,0.85,0.0,0.0089820359281437,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,6.0,0,1.0,0.5166666666666667,0.5242,0.92,0.0,0.0022455089820359,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,23.0,0,0.0,0.4541666666666667,0.4636,1.0,0.1053250264488068,0.0800898203592814,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,12.0,0,1.0,0.3291666666666666,0.31210000000000004,0.63,0.3508875044081345,0.123502994011976,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,,0,1.0,0.35,0.35760000000000003,0.9,0.2280474903021041,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,7.0,0,1.0,0.6208333333333333,0.6,1.0,0.1578699894204772,0.0037425149700598,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,22.0,0,1.0,0.85,0.7817999999999999,0.73,0.1930175149876572,0.4146706586826347,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,11.0,0,1.0,0.5583333333333335,0.5545,0.78,0.0,0.219311377245509,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3.0,0,0.0,0.7666666666666667,0.6909,1.0,0.1053250264488068,0.0733532934131736,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,6.0,0,1.0,0.49583333333333346,0.5091,0.97,0.1228400141060303,0.0037425149700598,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,4.0,0,1.0,0.4125,0.4333,0.85,0.1578699894204772,0.0044910179640718,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,,0,1.0,0.7875000000000001,0.7363999999999999,0.98,0.1053250264488068,0.0254491017964071,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,7.0,0,0.0,0.43333333333333346,0.4182,1.0,0.298224991183731,0.0044910179640718,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,16.0,0,0.0,0.5166666666666667,0.5242,0.73,0.333372516750911,0.1661676646706587,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0,0.0,0.49583333333333346,0.5091,1.0,0.2280474903021041,0.0247005988023952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,23.0,0,1.0,0.7458333333333333,0.7061,0.88,0.4210650052897614,0.1744011976047904,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11.0,0,1.0,0.2875,0.32730000000000004,0.84,0.1053250264488068,0.3465568862275449,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,22.0,0,1.0,0.85,0.7666999999999999,0.66,0.1930175149876572,0.3645209580838324,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,2.0,0,1.0,0.7041666666666666,0.6606,0.98,0.2631950158692841,0.0576347305389221,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,18.0,0,1.0,0.85,0.7666999999999999,0.66,0.2631950158692841,0.1302395209580838,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,5.0,0,0.0,0.6833333333333332,0.6455,0.93,0.1228400141060303,0.0688622754491018,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,16.0,0,1.0,0.7041666666666666,0.7212,0.58,0.2280474903021041,0.1309880239520958,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,22.0,0,1.0,0.8083333333333332,0.7515,0.76,0.3508875044081345,0.3675149700598802,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,11.0,0,1.0,0.5166666666666667,0.5242,1.0,0.1578699894204772,0.4438622754491018,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,5.0,0,1.0,0.7875000000000001,0.7061,0.89,0.0,0.0052395209580838,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,6.0,0,0.0,0.37083333333333346,0.35760000000000003,0.5599999999999999,0.4210650052897614,0.0074850299401197,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,5.0,0,1.0,0.7041666666666666,0.6758,0.98,0.0,0.0007485029940119,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0,17.0,0,0.0,0.6416666666666667,0.6152,0.43000000000000005,0.5789349947102387,0.2769461077844312,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,7.0,0,1.0,0.6416666666666667,0.6152,1.0,0.298224991183731,0.0022455089820359,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,5.0,0,1.0,0.225,0.2515,0.9500000000000001,0.1578699894204772,0.0014970059880239,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,3.0,0,0.0,0.43333333333333346,0.403,0.64,0.4912425061713882,0.029191616766467,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,15.0,0,1.0,0.35,0.3879,0.5,0.1053250264488068,0.0494011976047904,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1.0,0,1.0,0.3083333333333333,0.35760000000000003,1.0,0.1053250264488068,0.0261976047904191,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,9.0,0,1.0,0.7041666666666666,0.6455,1.0,0.1578699894204772,0.1010479041916167,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,3.0,0,1.0,0.8083333333333332,0.7666999999999999,0.99,0.2280474903021041,0.0344311377245509,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,16.0,0,1.0,0.6416666666666667,0.6152,0.47,0.298224991183731,0.186377245508982,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,15.0,0,1.0,0.7041666666666666,0.7061,0.75,0.333372516750911,0.1818862275449102,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,6.0,0,1.0,0.43333333333333346,0.4182,0.91,0.298224991183731,0.0014970059880239,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,19.0,0,0.0,0.5375,0.5394,0.59,0.3860350299753144,0.1751497005988024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,19.0,0,0.0,0.49583333333333346,0.5091,0.52,0.3508875044081345,0.2342814371257485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.0,0,1.0,0.43333333333333346,0.3879,0.68,0.6140825202774186,0.1002994011976047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,17.0,0,1.0,0.3916666666666667,0.3879,0.43000000000000005,0.2280474903021041,0.0456586826347305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,5.0,0,1.0,0.8083333333333332,0.7363999999999999,0.54,0.0,0.0037425149700598,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,8.0,0,1.0,0.35,0.37270000000000003,0.85,0.2631950158692841,0.028443113772455,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0,3.0,0,1.0,0.85,0.7969999999999999,0.81,0.1228400141060303,0.0344311377245509,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,8.0,0,1.0,0.8291666666666666,0.7969999999999999,0.89,0.1930175149876572,0.0172155688622754,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,16.0,0,1.0,0.8291666666666666,0.7666999999999999,0.66,0.3508875044081345,0.1938622754491018,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,3.0,0,1.0,0.5375,0.5394,0.92,0.298224991183731,0.0419161676646706,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,7.0,0,1.0,0.2666666666666666,0.2818,0.89,0.2280474903021041,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,18.0,0,1.0,1.0,1.0,0.68,0.298224991183731,0.0988023952095808,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,7.0,0,1.0,0.8083333333333332,0.7666999999999999,0.99,0.1053250264488068,0.0052395209580838,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,18.0,0,0.0,0.975,0.8423999999999999,0.43000000000000005,0.2631950158692841,0.2290419161676647,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,23.0,0,1.0,0.6,0.5848,0.97,0.2631950158692841,0.0374251497005988,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,18.0,0,1.0,0.6833333333333332,0.6455,0.61,0.1578699894204772,0.2028443113772455,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,8.0,0,1.0,0.3291666666666666,0.35760000000000003,0.85,0.1228400141060303,0.0089820359281437,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,23.0,0,1.0,0.7875000000000001,0.7363999999999999,0.51,0.4912425061713882,0.3345808383233533,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,22.0,0,1.0,0.49583333333333346,0.5091,1.0,0.2631950158692841,0.0591317365269461,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,16.0,0,1.0,0.7666666666666667,0.7212,0.5599999999999999,0.1053250264488068,0.2035928143712575,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,6.0,0,1.0,0.43333333333333346,0.4333,0.68,0.2280474903021041,0.0022455089820359,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,20.0,0,0.0,0.6833333333333332,0.6455,0.47,0.333372516750911,0.2095808383233533,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,18.0,0,1.0,0.5166666666666667,0.5242,0.53,0.1228400141060303,0.2208083832335329,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1,13.0,0,1.0,0.49583333333333346,0.5091,0.77,0.1578699894204772,0.0988023952095808,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,5.0,0,1.0,0.7666666666666667,0.6909,1.0,0.1053250264488068,0.0044910179640718,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,9.0,0,1.0,0.2875,0.2818,0.9,0.4562125308569413,0.0247005988023952,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,9.0,0,1.0,0.6625000000000001,0.6303,1.0,0.298224991183731,0.062125748502994,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,22.0,0,1.0,0.475,0.4939,0.58,0.2280474903021041,0.1811377245508982,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,6.0,0,0.0,0.4541666666666667,0.4485,0.77,0.1578699894204772,0.0202095808383233,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,18.0,0,1.0,0.8291666666666666,0.7666999999999999,0.63,0.1228400141060303,0.2043413173652694,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,17.0,0,1.0,0.3916666666666667,0.4333,0.67,0.0,0.1055389221556886,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0,7.0,0,1.0,0.7041666666666666,0.7212,0.7100000000000001,0.2631950158692841,0.0202095808383233,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,14.0,0,0.0,0.85,0.7969999999999999,0.85,0.2280474903021041,0.2342814371257485,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,9.0,0,1.0,0.7666666666666667,0.7212,0.89,0.1053250264488068,0.0696107784431137,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,5.0,0,1.0,0.7875000000000001,0.7363999999999999,0.8,0.0,0.0052395209580838,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1.0,0,1.0,0.5166666666666667,0.5242,0.5,0.2280474903021041,0.1175149700598802,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1.0,0,1.0,0.6208333333333333,0.6,0.98,0.1930175149876572,0.1467065868263473,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,14.0,0,1.0,0.2875,0.2818,0.47,0.4210650052897614,0.091317365269461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,3.0,0,0.0,0.3916666666666667,0.3879,0.7100000000000001,0.298224991183731,0.0553892215568862,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,15.0,0,0.0,0.43333333333333346,0.4182,0.68,0.333372516750911,0.1175149700598802,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,12.0,0,1.0,0.8708333333333333,0.8272999999999999,0.81,0.1930175149876572,0.2634730538922156,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.0,0,1.0,0.43333333333333346,0.4333,0.64,0.2280474903021041,0.0823353293413173,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,12.0,0,1.0,0.6416666666666667,0.6152,1.0,0.298224991183731,0.1541916167664671,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,16.0,0,1.0,0.8083333333333332,0.7363999999999999,0.49,0.1578699894204772,0.2410179640718563,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,9.0,0,1.0,0.3916666666666667,0.403,0.85,0.1578699894204772,0.0344311377245509,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,6.0,0,1.0,0.8291666666666666,0.7969999999999999,0.89,0.1930175149876572,0.0029940119760479,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,3.0,0,0.0,0.35,0.35760000000000003,0.85,0.2280474903021041,0.028443113772455,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,19.0,0,0.0,0.6416666666666667,0.6152,0.8300000000000001,0.298224991183731,0.2275449101796407,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,0.0,0,1.0,0.8083333333333332,0.7666999999999999,0.89,0.1930175149876572,0.2245508982035928,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,20.0,0,0.0,0.7666666666666667,0.7212,0.89,0.1228400141060303,0.1961077844311377,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,19.0,0,1.0,0.8291666666666666,0.7515,0.49,0.2631950158692841,0.3480538922155688,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,4.0,0,0.0,0.4541666666666667,0.4333,1.0,0.333372516750911,0.0239520958083832,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,10.0,0,1.0,0.35,0.3879,1.0,0.1053250264488068,0.2035928143712575,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,14.0,0,0.0,0.6625000000000001,0.6303,0.88,0.1228400141060303,0.3091317365269461,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3.0,0,1.0,0.7875000000000001,0.7363999999999999,0.9400000000000001,0.333372516750911,0.0261976047904191,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,2.0,0,1.0,0.8708333333333333,0.8272999999999999,0.81,0.0,0.1407185628742515,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,21.0,0,0.0,0.4541666666666667,0.4636,0.65,0.1053250264488068,0.1766467065868263,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,15.0,0,1.0,0.7041666666666666,0.7212,0.68,0.0,0.1751497005988024,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,15.0,0,1.0,0.9125000000000001,0.8272999999999999,0.58,0.2280474903021041,0.1946107784431137,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,7.0,0,1.0,0.5583333333333335,0.5545,0.8200000000000001,0.1053250264488068,0.0029940119760479,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,20.0,0,1.0,0.4125,0.403,1.0,0.298224991183731,0.1100299401197604,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,16.0,0,0.0,1.0,0.9333,0.48,0.298224991183731,0.313622754491018,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,6.0,0,1.0,0.43333333333333346,0.403,0.68,0.3860350299753144,0.0052395209580838,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,2.0,0,1.0,0.35,0.35760000000000003,0.67,0.2631950158692841,0.0426646706586826,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0.0,0,1.0,0.5583333333333335,0.5545,0.78,0.3860350299753144,0.1077844311377245,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,16.0,0,1.0,0.6833333333333332,0.6455,0.47,0.298224991183731,0.157185628742515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,12.0,0,1.0,0.6416666666666667,0.6152,1.0,0.1228400141060303,0.2904191616766467,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1,21.0,0,0.0,0.6208333333333333,0.6,0.63,0.4912425061713882,0.2455089820359281,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,11.0,0,1.0,0.85,0.8423999999999999,0.81,0.0,0.2926646706586827,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
